Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
Supp,GO:0016104,triterpenoid biosynthetic process,9/1687,42/20876,0.005577372253417153,0.04377483519979301,0.03728826399866375,AT5G24140/AT5G24160/AT5G42600/AT5G11100/AT5G47720/AT5G04220/AT1G58440/AT2G34500/AT5G48010,9
Supp,GO:0002213,defense response to insect,8/1687,35/20876,0.005844831704970184,0.045627395890412405,0.03886631156389341,AT1G64400/AT5G24770/AT2G35690/AT1G06080/AT3G28740/AT3G52430/AT2G29350/AT1G49430,8
Supp,GO:0043090,amino acid import,13/1687,74/20876,0.005978045155742119,0.04641776238576234,0.03953956126088933,AT3G46280/AT2G39210/AT4G13510/AT3G53670/AT1G09070/AT5G40780/AT1G44800/AT2G17720/AT4G21120/AT5G50200/AT1G58360/AT2G47000/AT1G17500,13
Supp,GO:0042631,cellular response to water deprivation,12/1687,66/20876,0.006120225553451771,0.04701887568048663,0.04005160136622574,AT1G78380/AT5G57660/AT2G30550/AT2G05940/AT5G54730/AT1G05680/AT5G13080/AT4G02380/AT4G17650/AT2G34500/AT1G64660/AT4G36250,12
Supp,GO:0071462,cellular response to water stimulus,12/1687,66/20876,0.006120225553451771,0.04701887568048663,0.04005160136622574,AT1G78380/AT5G57660/AT2G30550/AT2G05940/AT5G54730/AT1G05680/AT5G13080/AT4G02380/AT4G17650/AT2G34500/AT1G64660/AT4G36250,12
Supp,GO:0009247,glycolipid biosynthetic process,17/1687,109/20876,0.006445631495513168,0.04925819437623747,0.041959096992952756,AT3G02050/AT1G78380/AT2G42600/AT1G68740/AT2G30550/AT3G17790/AT2G05940/AT4G31240/AT5G54730/AT1G73220/AT5G13080/AT4G02380/AT1G02310/AT4G17650/AT3G11670/AT2G34500/AT5G37180,17
Supp,GO:0071241,cellular response to inorganic substance,9/1687,43/20876,0.006558636406984214,0.049859372057283136,0.04247119194382173,AT5G03730/AT5G56010/AT2G19590/AT4G35040/AT4G14030/AT3G01420/AT2G28160/AT5G19790/AT3G53280,9
Paulo,GO:0098754,detoxification,78/1125,226/20876,4.3581858357462166e-42,5.508746896383218e-39,4.445349552461141e-39,AT4G18170/AT1G17180/AT1G69920/AT5G22300/AT3G13610/AT1G02930/AT2G29460/AT5G13330/AT3G19710/AT5G11520/AT3G47730/AT5G17380/AT1G10370/AT2G41380/AT5G62480/AT3G26470/AT5G16970/AT3G04000/AT4G23700/AT1G78380/AT4G24160/AT2G29480/AT4G25100/AT2G15480/AT2G29420/AT3G09270/AT3G03190/AT2G47000/AT2G34660/AT5G66690/AT1G78360/AT1G30400/AT4G11600/AT1G78340/AT5G16980/AT2G29450/AT3G44190/AT4G01870/AT3G22200/AT1G17170/AT1G63440/AT5G14730/AT5G59530/AT1G77450/AT1G05680/AT5G48180/AT3G47780/AT2G41690/AT4G38540/AT2G29490/AT2G31945/AT1G49860/AT3G10500/AT1G74590/AT4G15610/AT3G62760/AT1G68620/AT3G28740/AT1G59700/AT2G30140/AT1G69930/AT1G05560/AT5G12110/AT2G30400/AT2G34500/AT1G75270/AT1G30700/AT3G24170/AT2G02390/AT3G05630/AT1G79410/AT1G50090/AT4G20860/AT4G32070/AT3G58810/AT3G08690/AT3G28210/AT2G47730,78
Paulo,GO:0009404,toxin metabolic process,77/1125,223/20876,1.419881064694587e-41,8.97364832886979e-39,7.241393429942393e-39,AT4G18170/AT1G17180/AT1G69920/AT3G13610/AT1G02930/AT2G29460/AT5G13330/AT3G19710/AT1G73500/AT5G11520/AT3G26830/AT3G47730/AT5G17380/AT1G10370/AT2G41380/AT5G62480/AT3G26470/AT5G16970/AT3G04000/AT4G23700/AT1G78380/AT4G24160/AT2G29480/AT2G15480/AT2G29420/AT3G09270/AT3G03190/AT2G47000/AT2G34660/AT5G66690/AT1G78360/AT1G30400/AT4G11600/AT1G78340/AT5G16980/AT2G29450/AT3G44190/AT4G01870/AT3G22200/AT1G17170/AT5G14730/AT3G56400/AT5G59530/AT1G77450/AT1G05680/AT5G48180/AT3G47780/AT2G41690/AT4G38540/AT2G29490/AT2G31945/AT1G49860/AT3G10500/AT1G74590/AT4G15610/AT3G62760/AT1G68620/AT3G28740/AT1G59700/AT2G30140/AT1G69930/AT1G05560/AT5G12110/AT2G30400/AT2G34500/AT1G75270/AT1G30700/AT3G24170/AT2G02390/AT3G05630/AT1G79410/AT1G50090/AT4G20860/AT4G32070/AT3G08690/AT3G28210/AT2G47730,77
Paulo,GO:0009407,toxin catabolic process,74/1125,211/20876,1.5857486384931178e-40,6.681287596851003e-38,5.391545370876602e-38,AT4G18170/AT1G17180/AT1G69920/AT3G13610/AT1G02930/AT2G29460/AT5G13330/AT3G19710/AT5G11520/AT3G47730/AT5G17380/AT1G10370/AT2G41380/AT5G62480/AT3G26470/AT5G16970/AT3G04000/AT4G23700/AT1G78380/AT4G24160/AT2G29480/AT2G15480/AT2G29420/AT3G09270/AT3G03190/AT2G47000/AT2G34660/AT5G66690/AT1G78360/AT1G30400/AT4G11600/AT1G78340/AT5G16980/AT2G29450/AT3G44190/AT4G01870/AT3G22200/AT1G17170/AT5G14730/AT5G59530/AT1G77450/AT1G05680/AT5G48180/AT3G47780/AT2G41690/AT4G38540/AT2G29490/AT2G31945/AT1G49860/AT3G10500/AT1G74590/AT4G15610/AT3G62760/AT1G68620/AT3G28740/AT1G59700/AT2G30140/AT1G69930/AT1G05560/AT5G12110/AT2G30400/AT2G34500/AT1G75270/AT1G30700/AT3G24170/AT2G02390/AT3G05630/AT1G79410/AT1G50090/AT4G20860/AT4G32070/AT3G08690/AT3G28210/AT2G47730,74
Paulo,GO:0009636,response to toxic substance,100/1125,430/20876,9.885550286880678e-37,3.123833890654294e-34,2.5208153231545725e-34,AT4G18170/AT1G17180/AT1G69920/AT5G24110/AT5G22300/AT3G13610/AT1G02930/AT2G29460/AT5G13330/AT3G19710/AT5G11520/AT3G47730/AT5G17380/AT1G10370/AT2G41380/AT5G62480/AT3G26470/AT5G16970/AT3G04000/AT4G23700/AT1G78380/AT4G24160/AT2G29480/AT4G25100/AT2G15480/AT2G29420/AT3G09270/AT3G03190/AT2G47000/AT2G34660/AT5G66690/AT1G78360/AT1G30400/AT4G11600/AT1G78340/AT5G16980/AT4G25380/AT2G29450/AT3G44190/AT4G01870/AT3G22200/AT2G20560/AT4G01070/AT1G17170/AT3G17790/AT1G63440/AT5G14730/AT5G05410/AT1G17860/AT5G59530/AT1G77450/AT5G07330/AT1G05690/AT1G05680/AT5G48180/AT3G47780/AT2G41690/AT4G21870/AT4G38540/AT2G29490/AT2G31945/AT1G49860/AT3G10500/AT1G74590/AT4G15610/AT3G62760/AT1G68620/AT3G28740/AT2G29500/AT1G59700/AT4G29340/AT2G30140/AT5G67480/AT5G64510/AT3G12580/AT2G19310/AT5G02490/AT1G52560/AT1G69930/AT4G23810/AT1G05560/AT5G52640/AT5G12110/AT2G30400/AT2G34500/AT1G75270/AT1G30700/AT3G24170/AT3G24500/AT2G02390/AT3G05630/AT3G23560/AT1G79410/AT1G50090/AT4G20860/AT4G32070/AT3G58810/AT3G08690/AT3G28210/AT2G47730,100
Paulo,GO:0010583,response to cyclopentenone,56/1125,148/20876,6.050922620470645e-33,1.5296732384549791e-30,1.2343882145760115e-30,AT4G18170/AT1G17180/AT3G13610/AT2G29460/AT5G13330/AT3G47730/AT5G17380/AT2G41380/AT5G62480/AT3G26470/AT5G16970/AT3G04000/AT4G23700/AT1G78380/AT4G24160/AT2G29480/AT2G15480/AT2G29420/AT3G09270/AT2G47000/AT2G34660/AT5G66690/AT1G78360/AT1G78340/AT5G16980/AT3G44190/AT4G01870/AT5G57560/AT1G17170/AT5G14730/AT5G59530/AT1G77450/AT1G05680/AT3G47780/AT3G58190/AT4G38540/AT2G29490/AT2G31945/AT1G49860/AT3G10500/AT1G74590/AT4G15610/AT1G68620/AT3G28740/AT1G59700/AT2G30140/AT1G05560/AT5G12110/AT2G30400/AT2G34500/AT1G75270/AT1G30700/AT1G79410/AT4G20860/AT4G32070/AT3G28210,56
Paulo,GO:0010243,response to organonitrogen compound,81/1125,443/20876,1.5529085973110523e-22,3.2714607783352833e-20,2.6399446154287886e-20,AT2G19190/AT2G43620/AT3G46280/AT3G23250/AT1G64380/AT1G19380/AT2G41100/AT4G27280/AT1G07135/AT2G38290/AT3G47380/AT1G19180/AT5G01550/AT1G20510/AT1G73500/AT1G80820/AT2G42360/AT3G26830/AT5G46050/AT3G44260/AT1G10370/AT4G22530/AT4G24160/AT3G63380/AT5G25910/AT2G22500/AT1G16130/AT1G19020/AT1G73805/AT3G02850/AT3G44190/AT3G55430/AT5G57560/AT5G43170/AT1G75490/AT3G50260/AT2G33710/AT5G05410/AT1G72520/AT3G56400/AT3G53480/AT2G17220/AT5G22890/AT2G04450/AT5G22250/AT4G39070/AT3G47480/AT5G66650/AT1G61890/AT2G30040/AT1G76600/AT3G54420/AT5G39020/AT1G68620/AT1G05340/AT2G23680/AT4G20830/AT1G51620/AT5G59820/AT2G26560/AT5G25930/AT3G19580/AT1G17380/AT5G45340/AT2G25000/AT4G23190/AT1G32640/AT2G38250/AT1G01720/AT4G23810/AT2G35980/AT3G25250/AT4G01010/AT4G22820/AT1G71520/AT5G42650/AT4G20860/AT5G24530/AT3G61190/AT5G26920/AT3G28210,81
Paulo,GO:0010200,response to chitin,78/1125,421/20876,4.175520981637582e-22,7.53979788684272e-20,6.084330573243334e-20,AT2G19190/AT2G43620/AT3G46280/AT3G23250/AT1G64380/AT1G19380/AT2G41100/AT4G27280/AT1G07135/AT2G38290/AT3G47380/AT1G19180/AT5G01550/AT1G20510/AT1G73500/AT1G80820/AT2G42360/AT3G26830/AT3G44260/AT4G22530/AT4G24160/AT3G63380/AT5G25910/AT2G22500/AT1G16130/AT1G19020/AT1G73805/AT3G02850/AT3G44190/AT3G55430/AT5G57560/AT5G43170/AT1G75490/AT3G50260/AT2G33710/AT5G05410/AT1G72520/AT3G56400/AT2G17220/AT5G22890/AT2G04450/AT5G22250/AT4G39070/AT3G47480/AT5G66650/AT1G61890/AT2G30040/AT1G76600/AT3G54420/AT5G39020/AT1G68620/AT1G05340/AT2G23680/AT4G20830/AT1G51620/AT5G59820/AT2G26560/AT5G25930/AT3G19580/AT1G17380/AT5G45340/AT2G25000/AT4G23190/AT1G32640/AT2G38250/AT1G01720/AT4G23810/AT2G35980/AT3G25250/AT4G01010/AT4G22820/AT1G71520/AT5G42650/AT4G20860/AT5G24530/AT3G61190/AT5G26920/AT3G28210,78
Paulo,GO:0006865,amino acid transport,57/1125,255/20876,1.8250978244866594e-20,2.8836545626889216e-18,2.3269997262204903e-18,AT2G19190/AT2G43620/AT3G46280/AT4G18170/AT5G39580/AT1G64380/AT4G01700/AT5G26340/AT4G02330/AT2G38290/AT5G06860/AT3G47380/AT1G76520/AT1G79450/AT2G42360/AT3G53150/AT1G10370/AT1G65730/AT5G16970/AT4G13510/AT3G55740/AT1G74010/AT2G47000/AT5G17000/AT1G78360/AT3G11900/AT1G09560/AT5G38820/AT4G25760/AT1G65690/AT5G11210/AT3G04070/AT4G15610/AT1G61890/AT1G01010/AT3G54420/AT5G23810/AT5G59510/AT1G51620/AT4G12480/AT4G26200/AT5G67340/AT5G48400/AT3G13380/AT4G24380/AT5G02170/AT5G44390/AT1G30700/AT3G21690/AT4G34230/AT1G14780/AT1G79410/AT5G49630/AT4G20860/AT5G48430/AT1G07030/AT1G74000,57
Paulo,GO:0015849,organic acid transport,57/1125,280/20876,1.972407526414595e-18,2.384625961475133e-16,1.924302595494174e-16,AT2G19190/AT2G43620/AT3G46280/AT4G18170/AT5G39580/AT1G64380/AT4G01700/AT5G26340/AT4G02330/AT2G38290/AT5G06860/AT3G47380/AT1G76520/AT1G79450/AT2G42360/AT3G53150/AT1G10370/AT1G65730/AT5G16970/AT4G13510/AT3G55740/AT1G74010/AT2G47000/AT5G17000/AT1G78360/AT3G11900/AT1G09560/AT5G38820/AT4G25760/AT1G65690/AT5G11210/AT3G04070/AT4G15610/AT1G61890/AT1G01010/AT3G54420/AT5G23810/AT5G59510/AT1G51620/AT4G12480/AT4G26200/AT5G67340/AT5G48400/AT3G13380/AT4G24380/AT5G02170/AT5G44390/AT1G30700/AT3G21690/AT4G34230/AT1G14780/AT1G79410/AT5G49630/AT4G20860/AT5G48430/AT1G07030/AT1G74000,57
Paulo,GO:0046942,carboxylic acid transport,57/1125,280/20876,1.972407526414595e-18,2.384625961475133e-16,1.924302595494174e-16,AT2G19190/AT2G43620/AT3G46280/AT4G18170/AT5G39580/AT1G64380/AT4G01700/AT5G26340/AT4G02330/AT2G38290/AT5G06860/AT3G47380/AT1G76520/AT1G79450/AT2G42360/AT3G53150/AT1G10370/AT1G65730/AT5G16970/AT4G13510/AT3G55740/AT1G74010/AT2G47000/AT5G17000/AT1G78360/AT3G11900/AT1G09560/AT5G38820/AT4G25760/AT1G65690/AT5G11210/AT3G04070/AT4G15610/AT1G61890/AT1G01010/AT3G54420/AT5G23810/AT5G59510/AT1G51620/AT4G12480/AT4G26200/AT5G67340/AT5G48400/AT3G13380/AT4G24380/AT5G02170/AT5G44390/AT1G30700/AT3G21690/AT4G34230/AT1G14780/AT1G79410/AT5G49630/AT4G20860/AT5G48430/AT1G07030/AT1G74000,57
Paulo,GO:0009611,response to wounding,63/1125,335/20876,2.075228289258423e-18,2.384625961475133e-16,1.924302595494174e-16,AT3G23250/AT1G19380/AT3G17860/AT3G13610/AT2G41100/AT3G19710/AT4G27280/AT1G07135/AT1G19180/AT4G13300/AT1G43160/AT1G20510/AT1G73500/AT5G46050/AT1G72450/AT3G44260/AT4G35770/AT4G05100/AT3G12500/AT1G74950/AT2G34810/AT1G19020/AT5G24770/AT5G59220/AT5G04250/AT1G76690/AT5G57560/AT4G01070/AT3G50260/AT1G72520/AT4G39640/AT5G63970/AT5G13930/AT1G74930/AT5G24090/AT4G20830/AT5G59820/AT3G19580/AT5G67340/AT5G14780/AT1G17380/AT4G12030/AT5G67480/AT4G02380/AT2G47890/AT4G23190/AT1G32640/AT1G01720/AT4G24380/AT5G08790/AT3G15500/AT3G25250/AT4G34230/AT5G62210/AT1G76680/AT5G64900/AT5G10300/AT5G42650/AT3G09940/AT1G70700/AT3G61190/AT4G37760/AT3G28210,63
Paulo,GO:0015711,organic anion transport,57/1125,302/20876,7.54497074519474e-17,7.947369184938459e-15,6.41322513341553e-15,AT2G19190/AT2G43620/AT3G46280/AT4G18170/AT5G39580/AT1G64380/AT4G01700/AT5G26340/AT4G02330/AT2G38290/AT5G06860/AT3G47380/AT1G76520/AT1G79450/AT2G42360/AT3G53150/AT1G10370/AT1G65730/AT5G16970/AT4G13510/AT3G55740/AT1G74010/AT2G47000/AT5G17000/AT1G78360/AT3G11900/AT1G09560/AT5G38820/AT4G25760/AT1G65690/AT5G11210/AT3G04070/AT4G15610/AT1G61890/AT1G01010/AT3G54420/AT5G23810/AT5G59510/AT1G51620/AT4G12480/AT4G26200/AT5G67340/AT5G48400/AT3G13380/AT4G24380/AT5G02170/AT5G44390/AT1G30700/AT3G21690/AT4G34230/AT1G14780/AT1G79410/AT5G49630/AT4G20860/AT5G48430/AT1G07030/AT1G74000,57
Paulo,GO:0015698,inorganic anion transport,51/1125,256/20876,3.229988248002466e-16,3.140542419596244e-14,2.5342984715096272e-14,AT1G18980/AT4G08620/AT4G01700/AT3G22570/AT4G02270/AT1G55920/AT3G22620/AT3G12500/AT1G08090/AT5G20400/AT1G30400/AT4G05200/AT1G51840/AT1G09560/AT1G26250/AT1G17860/AT1G80760/AT1G22500/AT2G03260/AT1G11540/AT3G45060/AT5G22890/AT2G32270/AT2G25680/AT1G49860/AT4G15610/AT5G43370/AT4G19690/AT3G54420/AT3G01420/AT5G59540/AT3G01290/AT1G73220/AT5G59520/AT1G51830/AT1G08990/AT5G14570/AT5G06300/AT3G14940/AT1G67030/AT3G09220/AT2G01890/AT1G68880/AT4G33420/AT1G69480/AT1G18970/AT3G04720/AT1G16370/AT4G20860/AT3G58810/AT3G08040,51
Paulo,GO:0009267,cellular response to starvation,53/1125,294/20876,6.867932872789635e-15,6.200762250861499e-13,5.003779664461019e-13,AT1G18980/AT3G62680/AT5G03545/AT3G22570/AT2G38290/AT4G02270/AT1G55920/AT5G60660/AT4G20260/AT1G78380/AT1G21400/AT3G49630/AT1G32940/AT4G05200/AT1G51840/AT3G17790/AT4G31240/AT5G54730/AT5G61420/AT2G03260/AT2G17220/AT5G22890/AT2G32270/AT1G71040/AT5G45380/AT5G43370/AT4G19690/AT3G56980/AT3G01420/AT3G06850/AT1G73220/AT5G59520/AT1G22990/AT5G13080/AT1G51830/AT4G02380/AT1G08990/AT5G48400/AT1G02310/AT5G06300/AT3G14940/AT1G69930/AT1G53310/AT1G67030/AT3G09220/AT2G34500/AT3G49620/AT1G68880/AT3G05630/AT1G69480/AT1G18970/AT3G58810/AT3G08040,53
Paulo,GO:0031668,cellular response to extracellular stimulus,58/1125,349/20876,1.5248488832776166e-14,1.2849393256419382e-12,1.0368972406287793e-12,AT1G18980/AT3G62680/AT5G03545/AT3G22570/AT2G38290/AT4G02270/AT1G55920/AT5G60660/AT4G20260/AT1G78380/AT1G21400/AT3G49630/AT1G32940/AT4G05200/AT1G51840/AT3G17790/AT4G31240/AT5G54730/AT1G80760/AT1G05680/AT5G61420/AT2G03260/AT2G17220/AT5G22890/AT2G32270/AT1G71040/AT5G45380/AT5G43370/AT4G19690/AT3G56980/AT5G24090/AT3G01420/AT3G06850/AT1G73220/AT5G59520/AT1G22990/AT5G13080/AT1G51830/AT4G02380/AT1G08990/AT5G48400/AT1G02310/AT5G06300/AT3G14940/AT1G69930/AT1G53310/AT1G67030/AT3G09220/AT2G34500/AT3G49620/AT1G68880/AT3G05630/AT1G79410/AT1G69480/AT1G18970/AT1G16370/AT3G58810/AT3G08040,58
Paulo,GO:0071496,cellular response to external stimulus,58/1125,350/20876,1.7349239140567006e-14,1.3705898921047936e-12,1.1060139952111466e-12,AT1G18980/AT3G62680/AT5G03545/AT3G22570/AT2G38290/AT4G02270/AT1G55920/AT5G60660/AT4G20260/AT1G78380/AT1G21400/AT3G49630/AT1G32940/AT4G05200/AT1G51840/AT3G17790/AT4G31240/AT5G54730/AT1G80760/AT1G05680/AT5G61420/AT2G03260/AT2G17220/AT5G22890/AT2G32270/AT1G71040/AT5G45380/AT5G43370/AT4G19690/AT3G56980/AT5G24090/AT3G01420/AT3G06850/AT1G73220/AT5G59520/AT1G22990/AT5G13080/AT1G51830/AT4G02380/AT1G08990/AT5G48400/AT1G02310/AT5G06300/AT3G14940/AT1G69930/AT1G53310/AT1G67030/AT3G09220/AT2G34500/AT3G49620/AT1G68880/AT3G05630/AT1G79410/AT1G69480/AT1G18970/AT1G16370/AT3G58810/AT3G08040,58
Paulo,GO:0050832,defense response to fungus,58/1125,351/20876,1.9728220577871063e-14,1.4668512241428838e-12,1.1836932346722637e-12,AT2G19190/AT5G39580/AT4G01700/AT2G38290/AT5G06860/AT3G47380/AT1G19180/AT1G61560/AT1G80820/AT3G26830/AT3G11340/AT3G12500/AT1G47128/AT3G49120/AT2G23620/AT5G25910/AT1G16130/AT1G19020/AT1G73805/AT3G02850/AT1G19250/AT3G20600/AT3G56400/AT5G12870/AT3G50970/AT5G61420/AT4G19660/AT5G64750/AT2G34930/AT2G17220/AT2G04450/AT4G38540/AT3G47480/AT3G01420/AT4G11650/AT5G39020/AT2G23680/AT3G01290/AT4G12480/AT2G26560/AT5G67340/AT4G12490/AT2G25000/AT4G02380/AT1G12200/AT3G15356/AT2G43510/AT4G23190/AT4G23810/AT3G15500/AT2G35980/AT5G64810/AT4G01010/AT5G42650/AT3G04720/AT5G38900/AT5G24530/AT5G26920,58
Paulo,GO:0042594,response to starvation,53/1125,302/20876,2.1618484087765675e-14,1.4815404001631414e-12,1.1955468419038008e-12,AT1G18980/AT3G62680/AT5G03545/AT3G22570/AT2G38290/AT4G02270/AT1G55920/AT5G60660/AT4G20260/AT1G78380/AT1G21400/AT3G49630/AT1G32940/AT4G05200/AT1G51840/AT3G17790/AT4G31240/AT5G54730/AT5G61420/AT2G03260/AT2G17220/AT5G22890/AT2G32270/AT1G71040/AT5G45380/AT5G43370/AT4G19690/AT3G56980/AT3G01420/AT3G06850/AT1G73220/AT5G59520/AT1G22990/AT5G13080/AT1G51830/AT4G02380/AT1G08990/AT5G48400/AT1G02310/AT5G06300/AT3G14940/AT1G69930/AT1G53310/AT1G67030/AT3G09220/AT2G34500/AT3G49620/AT1G68880/AT3G05630/AT1G69480/AT1G18970/AT3G58810/AT3G08040,53
Paulo,GO:0031669,cellular response to nutrient levels,54/1125,312/20876,2.22699901923257e-14,1.4815404001631414e-12,1.1955468419038008e-12,AT1G18980/AT3G62680/AT5G03545/AT3G22570/AT2G38290/AT4G02270/AT1G55920/AT5G60660/AT4G20260/AT1G78380/AT1G21400/AT3G49630/AT1G32940/AT4G05200/AT1G51840/AT3G17790/AT4G31240/AT5G54730/AT1G80760/AT5G61420/AT2G03260/AT2G17220/AT5G22890/AT2G32270/AT1G71040/AT5G45380/AT5G43370/AT4G19690/AT3G56980/AT3G01420/AT3G06850/AT1G73220/AT5G59520/AT1G22990/AT5G13080/AT1G51830/AT4G02380/AT1G08990/AT5G48400/AT1G02310/AT5G06300/AT3G14940/AT1G69930/AT1G53310/AT1G67030/AT3G09220/AT2G34500/AT3G49620/AT1G68880/AT3G05630/AT1G69480/AT1G18970/AT3G58810/AT3G08040,54
Paulo,GO:0009991,response to extracellular stimulus,60/1125,373/20876,2.4061402467256148e-14,1.5206806359305887e-12,1.2271315258300635e-12,AT1G18980/AT3G62680/AT5G03545/AT3G22570/AT2G38290/AT4G02270/AT1G55920/AT5G60660/AT4G20260/AT1G78380/AT1G21400/AT3G49630/AT1G32940/AT4G05200/AT1G51840/AT3G17790/AT4G31240/AT5G54730/AT1G80760/AT1G05680/AT5G61420/AT1G22500/AT2G03260/AT2G17220/AT5G22890/AT2G32270/AT1G71040/AT5G45380/AT5G43370/AT4G19690/AT3G56980/AT5G24090/AT3G01420/AT3G06850/AT1G73220/AT5G59520/AT1G22990/AT5G13080/AT1G51830/AT4G02380/AT1G08990/AT5G48400/AT1G02310/AT5G06300/AT3G14940/AT4G21830/AT1G69930/AT1G53310/AT1G67030/AT3G09220/AT2G34500/AT3G49620/AT1G68880/AT3G05630/AT1G79410/AT1G69480/AT1G18970/AT1G16370/AT3G58810/AT3G08040,60
Paulo,GO:0031667,response to nutrient levels,56/1125,335/20876,3.383218022051285e-14,2.036375038034678e-12,1.6432773249963382e-12,AT1G18980/AT3G62680/AT5G03545/AT3G22570/AT2G38290/AT4G02270/AT1G55920/AT5G60660/AT4G20260/AT1G78380/AT1G21400/AT3G49630/AT1G32940/AT4G05200/AT1G51840/AT3G17790/AT4G31240/AT5G54730/AT1G80760/AT5G61420/AT1G22500/AT2G03260/AT2G17220/AT5G22890/AT2G32270/AT1G71040/AT5G45380/AT5G43370/AT4G19690/AT3G56980/AT3G01420/AT3G06850/AT1G73220/AT5G59520/AT1G22990/AT5G13080/AT1G51830/AT4G02380/AT1G08990/AT5G48400/AT1G02310/AT5G06300/AT3G14940/AT4G21830/AT1G69930/AT1G53310/AT1G67030/AT3G09220/AT2G34500/AT3G49620/AT1G68880/AT3G05630/AT1G69480/AT1G18970/AT3G58810/AT3G08040,56
Paulo,GO:0009753,response to jasmonic acid,69/1125,474/20876,4.3827904338639533e-14,2.5181123220018348e-12,2.0320210193369235e-12,AT2G19190/AT3G23250/AT3G17860/AT5G13330/AT2G38290/AT5G06860/AT3G47380/AT1G19180/AT1G43160/AT1G20510/AT3G26830/AT5G46050/AT1G72450/AT4G35770/AT1G53940/AT4G05100/AT1G74950/AT2G47000/AT2G34810/AT5G24770/AT5G59220/AT5G04250/AT1G63720/AT1G73805/AT2G29450/AT1G72520/AT3G56400/AT5G63970/AT5G61420/AT4G19660/AT5G13930/AT2G04450/AT5G06870/AT4G19810/AT3G28910/AT3G47480/AT1G61890/AT2G30040/AT5G39020/AT2G23680/AT5G59820/AT2G26560/AT3G19580/AT5G67340/AT1G17380/AT4G12030/AT2G25000/AT5G67480/AT4G02380/AT1G53130/AT1G32640/AT5G09980/AT1G01720/AT4G23810/AT4G24380/AT5G08790/AT3G15500/AT2G35980/AT5G64810/AT5G64900/AT5G10300/AT5G42650/AT3G09940/AT5G24530/AT1G70700/AT3G61190/AT5G26920/AT4G37760/AT3G28210,69
Paulo,GO:0006979,response to oxidative stress,70/1125,486/20876,4.86885055756922e-14,2.675750915116302e-12,2.1592293777046107e-12,AT5G24110/AT3G13610/AT1G02930/AT3G14990/AT1G14870/AT4G35770/AT5G16970/AT1G78380/AT4G25100/AT3G03190/AT5G56080/AT4G34890/AT2G47000/AT1G19020/AT5G17000/AT5G24770/AT5G16980/AT4G25380/AT2G29450/AT3G22200/AT2G20560/AT3G12900/AT2G19590/AT3G17790/AT5G38820/AT5G05410/AT1G72520/AT1G17860/AT4G39640/AT1G60470/AT5G07330/AT1G05690/AT1G05680/AT2G04795/AT5G13930/AT5G07460/AT4G21870/AT1G76800/AT5G27600/AT1G21140/AT4G19690/AT3G01420/AT4G20830/AT2G29500/AT5G59820/AT4G29340/AT5G67480/AT4G02380/AT5G64510/AT3G25190/AT1G53130/AT4G23190/AT3G12580/AT4G11170/AT2G19310/AT1G32640/AT5G02490/AT4G21830/AT1G52560/AT4G23810/AT5G61640/AT5G52640/AT5G36890/AT3G25250/AT3G53280/AT1G73120/AT3G24500/AT4G01970/AT3G08040/AT5G04950,70
Paulo,GO:0015706,nitrate transport,42/1125,206/20876,5.926125829934297e-14,3.1210929370987294e-12,2.5186034777220763e-12,AT1G18980/AT4G01700/AT3G22570/AT4G02270/AT1G55920/AT3G22620/AT3G12500/AT1G08090/AT5G20400/AT4G05200/AT1G51840/AT1G09560/AT1G17860/AT1G22500/AT1G11540/AT3G45060/AT5G22890/AT2G32270/AT4G15610/AT4G19690/AT3G54420/AT3G01420/AT5G59540/AT3G01290/AT1G73220/AT5G59520/AT1G51830/AT1G08990/AT5G14570/AT5G06300/AT3G14940/AT1G67030/AT3G09220/AT2G01890/AT1G68880/AT4G33420/AT1G18970/AT3G04720/AT1G16370/AT4G20860/AT3G58810/AT3G08040,42
Paulo,GO:0009415,response to water,64/1125,426/20876,8.588312184014236e-14,4.342250640237598e-12,3.5040313710778084e-12,AT2G37180/AT3G23250/AT5G23010/AT1G02930/AT5G26340/AT5G13330/AT1G19180/AT1G43160/AT3G26830/AT2G20880/AT4G20260/AT1G10370/AT3G14440/AT4G05100/AT1G74950/AT1G47128/AT1G78380/AT2G37760/AT4G38410/AT4G34890/AT2G47000/AT3G20300/AT5G59220/AT1G63720/AT1G32940/AT2G46680/AT5G15960/AT3G50260/AT5G05410/AT5G54730/AT1G08920/AT3G50970/AT1G05680/AT2G29130/AT5G13750/AT2G38340/AT3G10500/AT1G69600/AT5G24090/AT5G59820/AT3G19580/AT5G67340/AT5G13080/AT1G17380/AT5G10230/AT5G45340/AT4G02380/AT4G02280/AT5G48400/AT2G38760/AT1G32640/AT1G01720/AT1G69930/AT2G34500/AT3G15500/AT5G67080/AT3G24500/AT3G05630/AT2G38750/AT1G79410/AT5G49630/AT1G16370/AT3G09940/AT3G28210,64
