Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
cluster9,GO:0071281,cellular response to iron ion,9/162,31/20876,1.4209049998171874e-12,3.0681998582202926e-10,2.7010586431818955e-10,AT1G62380/AT3G53280/AT5G38820/AT3G12900/AT5G36890/AT1G49820/AT4G19690/AT1G56160/AT1G02500,9
cluster9,GO:0071731,response to nitric oxide,8/162,21/20876,2.063811563825309e-12,3.0681998582202926e-10,2.7010586431818955e-10,AT1G62380/AT3G53280/AT5G38820/AT3G12900/AT5G36890/AT1G49820/AT4G19690/AT1G56160,8
cluster9,GO:0097366,response to bronchodilator,8/162,21/20876,2.063811563825309e-12,3.0681998582202926e-10,2.7010586431818955e-10,AT1G62380/AT3G53280/AT5G38820/AT3G12900/AT5G36890/AT1G49820/AT4G19690/AT1G56160,8
cluster9,GO:1902170,cellular response to reactive nitrogen species,8/162,23/20876,4.907811455931839e-12,6.253954026701715e-10,5.505605031767146e-10,AT1G62380/AT3G53280/AT5G38820/AT3G12900/AT5G36890/AT1G49820/AT4G19690/AT1G56160,8
cluster9,GO:1901699,cellular response to nitrogen compound,8/162,30/20876,5.594913376120019e-11,6.238328414373821e-9,5.491849182349387e-9,AT1G62380/AT3G53280/AT5G38820/AT3G12900/AT5G36890/AT1G49820/AT4G19690/AT1G56160,8
cluster9,GO:0010039,response to iron ion,9/162,54/20876,3.2191172895944813e-10,3.190502913686975e-8,2.8087268982894535e-8,AT1G62380/AT3G53280/AT5G38820/AT3G12900/AT5G36890/AT1G49820/AT4G19690/AT1G56160/AT1G02500,9
cluster9,GO:0034614,cellular response to reactive oxygen species,8/162,41/20876,8.496442907883983e-10,7.578827073832513e-8,6.671943588717317e-8,AT1G62380/AT3G53280/AT5G38820/AT3G12900/AT5G36890/AT1G49820/AT4G19690/AT1G56160,8
cluster9,GO:0034599,cellular response to oxidative stress,8/162,52/20876,6.225178660892191e-9,5.048053968650759e-7,4.444003139737392e-7,AT1G62380/AT3G53280/AT5G38820/AT3G12900/AT5G36890/AT1G49820/AT4G19690/AT1G56160,8
cluster9,GO:0035690,cellular response to drug,15/162,390/20876,4.0574861479872273e-7,3.016064703337172e-5,2.655161988068835e-5,AT1G62380/AT3G53280/AT5G38820/AT3G12900/AT1G57630/AT5G36890/AT1G49820/AT4G19690/AT1G22400/AT3G19970/AT1G56160/AT1G53130/AT1G32060/AT3G11820/AT1G33600,15
cluster9,GO:0055065,metal ion homeostasis,11/162,227/20876,1.6719521956738881e-6,1.1472164296470063e-4,1.009940354633782e-4,AT3G27150/AT3G56970/AT1G04120/AT1G68880/AT1G01580/AT4G19690/AT2G41240/AT1G23020/AT4G29900/AT2G29100/AT3G56240,11
cluster9,GO:0006875,cellular metal ion homeostasis,10/162,195/20876,3.035081845227289e-6,1.9337807185305298e-4,1.7023842530372615e-4,AT3G27150/AT3G56970/AT1G04120/AT1G68880/AT4G19690/AT2G41240/AT1G23020/AT4G29900/AT2G29100/AT3G56240,10
cluster9,GO:0098771,inorganic ion homeostasis,11/162,248/20876,3.9309992830117155e-6,2.3376342402976335e-4,2.0579126071064842e-4,AT3G27150/AT3G56970/AT1G04120/AT1G68880/AT1G01580/AT4G19690/AT2G41240/AT1G23020/AT4G29900/AT2G29100/AT3G56240,11
cluster9,GO:0009069,serine family amino acid metabolic process,11/162,255/20876,5.12867304996302e-6,2.8592352253543836e-4,2.5170987468897454e-4,AT1G62380/AT5G04120/AT3G26450/AT1G09310/AT2G05520/AT3G21270/AT1G06130/AT1G68530/AT2G24270/AT1G32060/AT1G02500,11
cluster9,GO:0009070,serine family amino acid biosynthetic process,10/162,209/20876,5.6228962794321085e-6,2.9503667536784947e-4,2.5973254640596614e-4,AT1G62380/AT5G04120/AT3G26450/AT1G09310/AT2G05520/AT3G21270/AT1G06130/AT2G24270/AT1G32060/AT1G02500,10
cluster9,GO:0055080,cation homeostasis,12/162,319/20876,7.671609448179584e-6,3.801708682097883e-4,3.3467957007847775e-4,AT3G27150/AT3G56970/AT1G04120/AT1G68880/AT1G01580/AT4G19690/AT2G41240/AT1G23020/AT4G29900/AT2G29100/AT2G26690/AT3G56240,12
cluster9,GO:1901607,alpha-amino acid biosynthetic process,13/162,382/20876,9.344701831291692e-6,4.376619696845322e-4,3.852912784808367e-4,AT1G62380/AT5G04120/AT3G26450/AT1G09310/AT3G03780/AT2G05520/AT3G21270/AT1G49820/AT1G06130/AT2G24270/AT1G32060/AT1G02500/AT5G14200,13
cluster9,GO:0055076,transition metal ion homeostasis,9/162,176/20876,9.813048647635251e-6,4.376619696845322e-4,3.852912784808367e-4,AT3G27150/AT3G56970/AT1G68880/AT1G01580/AT4G19690/AT2G41240/AT1G23020/AT4G29900/AT3G56240,9
cluster9,GO:0048878,chemical homeostasis,13/162,387/20876,1.073215484859524e-5,4.558610535689025e-4,4.013126574963433e-4,AT3G27150/AT3G56970/AT1G04120/AT1G68880/AT5G54510/AT1G01580/AT4G19690/AT2G41240/AT1G23020/AT4G29900/AT2G29100/AT2G26690/AT3G56240,13
cluster9,GO:0008652,cellular amino acid biosynthetic process,14/162,454/20876,1.2792140119447372e-5,4.943230030081648e-4,4.351722448006738e-4,AT1G62380/AT5G04120/AT3G26450/AT1G09310/AT3G03780/AT2G05520/AT3G21270/AT1G49820/AT1G06130/AT1G68530/AT2G24270/AT1G32060/AT1G02500/AT5G14200,14
cluster9,GO:0030003,cellular cation homeostasis,11/162,282/20876,1.3248127361070674e-5,4.943230030081648e-4,4.351722448006738e-4,AT3G27150/AT3G56970/AT1G04120/AT1G68880/AT4G19690/AT2G41240/AT1G23020/AT4G29900/AT2G29100/AT2G26690/AT3G56240,11
cluster9,GO:0000096,sulfur amino acid metabolic process,12/162,337/20876,1.3300170484524614e-5,4.943230030081648e-4,4.351722448006738e-4,AT1G62380/AT3G26450/AT1G09310/AT3G03780/AT2G05520/AT3G21270/AT1G49820/AT1G06130/AT1G68530/AT2G24270/AT1G32060/AT1G02500,12
cluster9,GO:0050801,ion homeostasis,12/162,343/20876,1.5849447613717366e-5,5.655082908574356e-4,4.97839491361396e-4,AT3G27150/AT3G56970/AT1G04120/AT1G68880/AT1G01580/AT4G19690/AT2G41240/AT1G23020/AT4G29900/AT2G29100/AT2G26690/AT3G56240,12
cluster9,GO:0071369,cellular response to ethylene stimulus,8/162,144/20876,1.7027305046997104e-5,5.71377777697375e-4,5.030066346025983e-4,AT3G53280/AT5G38820/AT3G12900/AT1G07260/AT5G36890/AT1G49820/AT4G19690/AT1G56160,8
cluster9,GO:0006873,cellular ion homeostasis,11/162,291/20876,1.774099908411851e-5,5.71377777697375e-4,5.030066346025983e-4,AT3G27150/AT3G56970/AT1G04120/AT1G68880/AT4G19690/AT2G41240/AT1G23020/AT4G29900/AT2G29100/AT2G26690/AT3G56240,11
cluster9,GO:0042592,homeostatic process,14/162,468/20876,1.793562530888621e-5,5.71377777697375e-4,5.030066346025983e-4,AT3G27150/AT3G56970/AT1G04120/AT1G68880/AT5G54510/AT1G01580/AT5G13820/AT4G19690/AT2G41240/AT1G23020/AT4G29900/AT2G29100/AT2G26690/AT3G56240,14
cluster9,GO:0000097,sulfur amino acid biosynthetic process,11/162,298/20876,2.2096994647154577e-5,6.761987730868358e-4,5.952847353348826e-4,AT1G62380/AT3G26450/AT1G09310/AT3G03780/AT2G05520/AT3G21270/AT1G49820/AT1G06130/AT2G24270/AT1G32060/AT1G02500,11
cluster9,GO:0044272,sulfur compound biosynthetic process,14/162,479/20876,2.317895074673642e-5,6.761987730868358e-4,5.952847353348826e-4,AT1G62380/AT3G26450/AT1G09310/AT3G03780/AT2G05520/AT3G21270/AT1G49820/AT1G06130/AT1G68530/AT2G24270/AT4G39940/AT1G32060/AT1G02500/AT5G14200,14
cluster9,GO:0055082,cellular chemical homeostasis,11/162,300/20876,2.350018157588779e-5,6.761987730868358e-4,5.952847353348826e-4,AT3G27150/AT3G56970/AT1G04120/AT1G68880/AT4G19690/AT2G41240/AT1G23020/AT4G29900/AT2G29100/AT2G26690/AT3G56240,11
cluster9,GO:0046916,cellular transition metal ion homeostasis,8/162,154/20876,2.7649918400927667e-5,7.707414754258588e-4,6.78514444970133e-4,AT3G27150/AT3G56970/AT1G68880/AT4G19690/AT2G41240/AT1G23020/AT4G29900/AT3G56240,8
cluster9,GO:0019344,cysteine biosynthetic process,9/162,205/20876,3.29623010794739e-5,8.909809867542642e-4,7.843660799134778e-4,AT1G62380/AT3G26450/AT1G09310/AT2G05520/AT3G21270/AT1G06130/AT2G24270/AT1G32060/AT1G02500,9
cluster9,GO:0006534,cysteine metabolic process,9/162,207/20876,3.556387962618078e-5,9.330288419574486e-4,8.213824830071474e-4,AT1G62380/AT3G26450/AT1G09310/AT2G05520/AT3G21270/AT1G06130/AT2G24270/AT1G32060/AT1G02500,9
cluster9,GO:0019725,cellular homeostasis,11/162,317/20876,3.8884186053544955e-5,9.909912559932029e-4,8.724091066449485e-4,AT3G27150/AT3G56970/AT1G04120/AT1G68880/AT4G19690/AT2G41240/AT1G23020/AT4G29900/AT2G29100/AT2G26690/AT3G56240,11
cluster9,GO:0000302,response to reactive oxygen species,11/162,318/20876,4.001112603273564e-5,9.913867894777832e-4,8.727573105386195e-4,AT1G62380/AT3G53280/AT5G38820/AT3G12900/AT5G36890/AT1G49820/AT4G14030/AT4G19690/AT1G56160/AT1G53130/AT3G56240,11
cluster9,GO:0009723,response to ethylene,11/162,353/20876,1.0181602142826859e-4,0.0024545916517301506,0.0021608748786767673,AT1G62380/AT3G53280/AT5G38820/AT2G05520/AT3G12900/AT1G07260/AT5G36890/AT1G49820/AT4G19690/AT1G56160/AT3G11820,11
cluster9,GO:0006833,water transport,7/162,141/20876,1.1779320109998148e-4,0.002626788384529587,0.0023124665268575316,AT1G62380/AT3G26450/AT4G19690/AT4G31300/AT1G23020/AT3G11820/AT1G02500,7
cluster9,GO:0042044,fluid transport,7/162,141/20876,1.1779320109998148e-4,0.002626788384529587,0.0023124665268575316,AT1G62380/AT3G26450/AT4G19690/AT4G31300/AT1G23020/AT3G11820/AT1G02500,7
cluster9,GO:0055072,iron ion homeostasis,7/162,141/20876,1.1779320109998148e-4,0.002626788384529587,0.0023124665268575316,AT3G27150/AT3G56970/AT1G68880/AT1G01580/AT4G19690/AT2G41240/AT1G23020,7
cluster9,GO:0009828,plant-type cell wall loosening,4/162,35/20876,1.5166351600560973e-4,0.0032996062506586315,0.0029047749150240016,AT2G40610/AT1G65680/AT1G69530/AT4G17030,4
cluster9,GO:0000103,sulfate assimilation,3/162,14/20876,1.5680472506242104e-4,0.003330233684659037,0.002931737466079351,AT4G14680/AT4G14030/AT4G39940,3
cluster9,GO:0010106,cellular response to iron ion starvation,6/162,116/20876,2.922786695695877e-4,0.006063083098978424,0.005337573745383413,AT3G27150/AT3G56970/AT1G68880/AT4G19690/AT2G41240/AT1G23020,6
cluster9,GO:0006879,cellular iron ion homeostasis,6/162,127/20876,4.7484172535109607e-4,0.009626336795754038,0.008474448017031523,AT3G27150/AT3G56970/AT1G68880/AT4G19690/AT2G41240/AT1G23020,6
cluster7,GO:0009636,response to toxic substance,48/415,430/20876,2.1724189800404506e-22,1.1380979861701866e-19,8.75375289285312e-20,AT1G78380/AT5G48180/AT3G28740/AT1G05560/AT2G15480/AT3G23560/AT1G79410/AT2G47000/AT3G05630/AT3G17790/AT1G78340/AT3G09350/AT2G47730/AT2G02390/AT5G37770/AT5G66690/AT3G24170/AT2G34660/AT2G30140/AT1G17180/AT2G15490/AT1G77450/AT3G09270/AT3G05360/AT2G20560/AT4G29520/AT5G55200/AT5G16980/AT5G64510/AT1G23550/AT4G20860/AT3G09440/AT2G29420/AT3G08690/AT1G05680/AT4G24820/AT4G01070/AT2G29490/AT3G12580/AT3G08970/AT5G16970/AT5G52640/AT1G63440/AT5G62480/AT4G01870/AT1G17170/AT5G14730/AT1G75270,48
cluster7,GO:0009407,toxin catabolic process,35/415,211/20876,3.040516897345141e-22,1.1380979861701866e-19,8.75375289285312e-20,AT1G78380/AT5G48180/AT3G28740/AT1G05560/AT2G15480/AT1G79410/AT2G47000/AT3G05630/AT1G78340/AT2G47730/AT2G02390/AT5G66690/AT3G24170/AT2G34660/AT2G30140/AT1G17180/AT2G15490/AT1G77450/AT3G09270/AT3G05360/AT5G55200/AT5G16980/AT1G23550/AT4G20860/AT2G29420/AT3G08690/AT1G05680/AT4G24820/AT2G29490/AT5G16970/AT5G62480/AT4G01870/AT1G17170/AT5G14730/AT1G75270,35
cluster7,GO:0098754,detoxification,36/415,226/20876,3.138137829513382e-22,1.1380979861701866e-19,8.75375289285312e-20,AT1G78380/AT5G48180/AT3G28740/AT1G05560/AT2G15480/AT1G79410/AT2G47000/AT3G05630/AT1G78340/AT2G47730/AT2G02390/AT5G66690/AT3G24170/AT2G34660/AT2G30140/AT1G17180/AT2G15490/AT1G77450/AT3G09270/AT3G05360/AT5G55200/AT5G16980/AT1G23550/AT4G20860/AT2G29420/AT3G08690/AT1G05680/AT4G24820/AT2G29490/AT5G16970/AT1G63440/AT5G62480/AT4G01870/AT1G17170/AT5G14730/AT1G75270,36
cluster7,GO:0009404,toxin metabolic process,35/415,223/20876,2.012938147416203e-21,5.475191760972072e-19,4.2112784926207405e-19,AT1G78380/AT5G48180/AT3G28740/AT1G05560/AT2G15480/AT1G79410/AT2G47000/AT3G05630/AT1G78340/AT2G47730/AT2G02390/AT5G66690/AT3G24170/AT2G34660/AT2G30140/AT1G17180/AT2G15490/AT1G77450/AT3G09270/AT3G05360/AT5G55200/AT5G16980/AT1G23550/AT4G20860/AT2G29420/AT3G08690/AT1G05680/AT4G24820/AT2G29490/AT5G16970/AT5G62480/AT4G01870/AT1G17170/AT5G14730/AT1G75270,35
cluster7,GO:0010583,response to cyclopentenone,29/415,148/20876,1.0166938707617516e-20,2.2123258627775714e-18,1.7016244784328268e-18,AT1G78380/AT3G28740/AT1G05560/AT2G15480/AT1G79410/AT2G47000/AT1G78340/AT5G66690/AT2G34660/AT2G30140/AT4G38400/AT1G17180/AT2G15490/AT1G77450/AT3G09270/AT3G05360/AT5G55200/AT5G16980/AT1G23550/AT4G20860/AT2G29420/AT1G05680/AT2G29490/AT5G16970/AT5G62480/AT4G01870/AT1G17170/AT5G14730/AT1G75270,29
cluster7,GO:0006865,amino acid transport,28/415,255/20876,2.5217815940256196e-13,4.572830623833124e-11,3.517221696930469e-11,AT2G02990/AT3G18830/AT1G74010/AT5G58620/AT4G26200/AT4G34230/AT1G44100/AT1G76520/AT1G79410/AT2G47000/AT5G59480/AT5G17000/AT3G56200/AT3G05500/AT2G17760/AT3G55740/AT5G09220/AT5G26340/AT5G63850/AT1G44800/AT5G12010/AT2G39890/AT4G20860/AT5G20910/AT3G21690/AT4G24820/AT2G39350/AT5G16970,28
cluster7,GO:0015849,organic acid transport,29/415,280/20876,4.1803537167358643e-13,5.685281054760775e-11,4.3728700063223844e-11,AT2G02990/AT3G18830/AT1G74010/AT5G58620/AT4G26200/AT4G34230/AT1G44100/AT1G76520/AT1G79410/AT2G47000/AT5G59480/AT5G17000/AT3G56200/AT3G05500/AT2G17760/AT3G55740/AT5G09220/AT5G26340/AT5G63850/AT5G12860/AT1G44800/AT5G12010/AT2G39890/AT4G20860/AT5G20910/AT3G21690/AT4G24820/AT2G39350/AT5G16970,29
cluster7,GO:0046942,carboxylic acid transport,29/415,280/20876,4.1803537167358643e-13,5.685281054760775e-11,4.3728700063223844e-11,AT2G02990/AT3G18830/AT1G74010/AT5G58620/AT4G26200/AT4G34230/AT1G44100/AT1G76520/AT1G79410/AT2G47000/AT5G59480/AT5G17000/AT3G56200/AT3G05500/AT2G17760/AT3G55740/AT5G09220/AT5G26340/AT5G63850/AT5G12860/AT1G44800/AT5G12010/AT2G39890/AT4G20860/AT5G20910/AT3G21690/AT4G24820/AT2G39350/AT5G16970,29
cluster7,GO:0015711,organic anion transport,29/415,302/20876,2.81424096502193e-12,3.402104633270955e-10,2.6167503709853036e-10,AT2G02990/AT3G18830/AT1G74010/AT5G58620/AT4G26200/AT4G34230/AT1G44100/AT1G76520/AT1G79410/AT2G47000/AT5G59480/AT5G17000/AT3G56200/AT3G05500/AT2G17760/AT3G55740/AT5G09220/AT5G26340/AT5G63850/AT5G12860/AT1G44800/AT5G12010/AT2G39890/AT4G20860/AT5G20910/AT3G21690/AT4G24820/AT2G39350/AT5G16970,29
cluster7,GO:0009698,phenylpropanoid metabolic process,21/415,183/20876,1.1260544721110131e-10,1.2251472656567823e-8,9.423297950823744e-9,AT4G34230/AT2G39430/AT1G48600/AT3G50740/AT4G13660/AT5G66390/AT1G55210/AT5G41040/AT2G36290/AT4G23690/AT1G01120/AT1G72680/AT5G66690/AT3G02130/AT3G44550/AT5G13420/AT4G33420/AT4G01070/AT5G23190/AT1G80820/AT5G63560,21
cluster7,GO:0046482,para-aminobenzoic acid metabolic process,11/415,38/20876,1.247748774782315e-10,1.2341369699665078e-8,9.492442832075985e-9,AT1G05560/AT5G17860/AT2G17500/AT2G37760/AT1G72680/AT4G15550/AT2G29490/AT5G61820/AT3G14990/AT5G19440/AT1G80160,11
cluster7,GO:0015804,neutral amino acid transport,13/415,77/20876,3.6444421273323376e-9,3.304294195447986e-7,2.541518851955446e-7,AT2G02990/AT4G34230/AT1G76520/AT1G79410/AT5G59480/AT5G17000/AT3G55740/AT5G09220/AT5G12010/AT2G39890/AT4G20860/AT3G21690/AT5G16970,13
cluster7,GO:0044550,secondary metabolite biosynthetic process,25/415,317/20876,5.666110873970011e-9,4.7420989468302857e-7,3.647415501867335e-7,AT4G34230/AT2G39430/AT4G04610/AT3G02050/AT2G05380/AT4G13660/AT2G43100/AT5G66390/AT1G55210/AT5G41040/AT2G36290/AT4G23690/AT1G01120/AT1G72680/AT1G69870/AT3G02870/AT3G44550/AT5G13420/AT5G02790/AT2G25450/AT5G04590/AT4G01070/AT5G23190/AT1G80820/AT5G63560,25
cluster7,GO:0006631,fatty acid metabolic process,29/415,425/20876,9.109034362731247e-9,7.079020990465426e-7,5.444873923587475e-7,AT1G78380/AT5G48180/AT1G36160/AT3G05630/AT1G76680/AT2G02390/AT4G33950/AT3G11580/AT5G27600/AT1G01120/AT1G72680/AT1G01610/AT3G12800/AT2G38130/AT5G51040/AT3G28910/AT4G00360/AT1G71870/AT3G09270/AT1G73880/AT1G49430/AT1G77590/AT2G31360/AT3G08690/AT4G24820/AT1G01600/AT5G23190/AT1G17170/AT2G47240,29
cluster7,GO:0009699,phenylpropanoid biosynthetic process,16/415,139/20876,1.814152591861295e-8,1.3158653466300594e-6,1.0121061828278805e-6,AT4G34230/AT2G39430/AT4G13660/AT5G66390/AT1G55210/AT5G41040/AT2G36290/AT4G23690/AT1G01120/AT1G72680/AT3G44550/AT5G13420/AT4G01070/AT5G23190/AT1G80820/AT5G63560,16
cluster7,GO:0046686,response to cadmium ion,30/415,470/20876,2.285878743486367e-8,1.501671026043197e-6,1.1550198004105473e-6,AT1G47128/AT1G78380/AT1G36370/AT3G52880/AT1G75280/AT5G41670/AT3G44300/AT5G65140/AT3G60750/AT3G08590/AT1G76680/AT4G13930/AT2G37760/AT3G53230/AT1G63940/AT5G51830/AT3G09270/AT5G14780/AT5G35630/AT5G13420/AT5G42020/AT5G02790/AT3G09440/AT2G44350/AT5G04590/AT3G52930/AT3G12580/AT5G16970/AT3G14990/AT4G39230,30
cluster7,GO:0015824,proline transport,12/415,74/20876,2.3463609781924954e-8,1.501671026043197e-6,1.1550198004105473e-6,AT2G02990/AT4G34230/AT1G76520/AT1G79410/AT5G59480/AT5G17000/AT3G55740/AT5G12010/AT2G39890/AT4G20860/AT3G21690/AT5G16970,12
cluster7,GO:0009610,response to symbiotic fungus,9/415,38/20876,4.351006491778275e-8,2.6299417016970903e-6,2.0228363514407766e-6,AT3G06810/AT5G27600/AT1G37130/AT4G27830/AT4G21580/AT2G03760/AT3G21690/AT5G61820/AT1G33110,9
cluster7,GO:0009608,response to symbiont,9/415,39/20876,5.5576748802766504e-8,3.182500141968945e-6,2.4478401827257268e-6,AT3G06810/AT5G27600/AT1G37130/AT4G27830/AT4G21580/AT2G03760/AT3G21690/AT5G61820/AT1G33110,9
cluster7,GO:0042537,benzene-containing compound metabolic process,21/415,261/20876,6.794381438210399e-8,3.6961435023864568e-6,2.8429122333564566e-6,AT1G05560/AT3G50930/AT5G17860/AT2G17500/AT2G37760/AT5G17760/AT4G23690/AT1G72680/AT1G13340/AT2G25000/AT4G15550/AT2G03760/AT2G29490/AT5G61820/AT5G47070/AT3G14990/AT5G19440/AT5G61010/AT5G54860/AT1G80160/AT5G63560,21
cluster7,GO:0009414,response to water deprivation,26/415,418/20876,3.3273007423482347e-7,1.723858670321371e-5,1.3259168371763644e-5,AT1G47128/AT1G78380/AT1G79410/AT2G47000/AT3G05630/AT5G13750/AT2G26740/AT1G08920/AT4G34890/AT4G33950/AT2G37760/AT1G45249/AT5G26340/AT3G50260/AT5G63850/AT1G28480/AT3G02130/AT3G14440/AT2G46680/AT1G01470/AT1G05680/AT1G33560/AT4G18890/AT4G00430/AT1G80160/AT4G02280,26
cluster7,GO:0009415,response to water,26/415,426/20876,4.780457259867765e-7,2.364153408516422e-5,1.8184035988492216e-5,AT1G47128/AT1G78380/AT1G79410/AT2G47000/AT3G05630/AT5G13750/AT2G26740/AT1G08920/AT4G34890/AT4G33950/AT2G37760/AT1G45249/AT5G26340/AT3G50260/AT5G63850/AT1G28480/AT3G02130/AT3G14440/AT2G46680/AT1G01470/AT1G05680/AT1G33560/AT4G18890/AT4G00430/AT1G80160/AT4G02280,26
cluster7,GO:0044242,cellular lipid catabolic process,19/415,247/20876,5.733195335362469e-7,2.712050662988855e-5,2.085990980143324e-5,AT1G78380/AT5G48180/AT4G32810/AT3G05630/AT2G02390/AT3G11580/AT5G27600/AT1G72680/AT1G37130/AT3G12800/AT5G51040/AT1G71870/AT3G09270/AT1G73880/AT3G08690/AT4G24820/AT1G02400/AT1G17170/AT3G03530,19
cluster7,GO:0016042,lipid catabolic process,19/415,252/20876,7.773651656357006e-7,3.524055417548509e-5,2.7105495907034298e-5,AT1G78380/AT5G48180/AT4G32810/AT3G05630/AT2G02390/AT3G11580/AT5G27600/AT1G72680/AT1G37130/AT3G12800/AT5G51040/AT1G71870/AT3G09270/AT1G73880/AT3G08690/AT4G24820/AT1G02400/AT1G17170/AT3G03530,19
cluster7,GO:0006979,response to oxidative stress,26/415,486/20876,5.434396423863689e-6,2.3650493236654778e-4,1.819092697672267e-4,AT5G04950/AT1G78380/AT1G75280/AT2G47000/AT3G17790/AT5G17000/AT3G08040/AT3G09350/AT4G34890/AT4G31390/AT2G16900/AT5G27600/AT5G37770/AT1G13340/AT2G20560/AT4G29520/AT5G19875/AT5G16980/AT5G64510/AT3G09440/AT1G05680/AT3G12580/AT3G08970/AT5G16970/AT5G52640/AT3G14990,26
cluster7,GO:0072593,reactive oxygen species metabolic process,22/415,374/20876,6.606988319530901e-6,2.7647704967883154e-4,2.1265407749097436e-4,AT1G47128/AT3G52880/AT2G38180/AT3G60750/AT4G34890/AT1G51420/AT4G33950/AT1G63940/AT3G50530/AT1G02220/AT5G37770/AT1G37130/AT2G25000/AT4G33070/AT1G28480/AT5G02790/AT4G34460/AT1G28470/AT3G49120/AT2G03760/AT4G18360/AT3G28510,22
cluster7,GO:0009072,aromatic amino acid family metabolic process,17/415,242/20876,7.631502699274626e-6,2.8970370878361593e-4,2.2282744628770776e-4,AT1G05560/AT3G50740/AT5G17860/AT2G17500/AT2G37760/AT1G72680/AT5G36160/AT5G34930/AT5G38530/AT1G65670/AT4G15550/AT2G29490/AT1G11790/AT5G61820/AT3G14990/AT5G19440/AT1G80160,17
cluster7,GO:0009830,cell wall modification involved in abscission,5/415,15/20876,7.72188194368094e-6,2.8970370878361593e-4,2.2282744628770776e-4,AT4G32810/AT4G01430/AT3G08860/AT1G17020/AT3G60140,5
cluster7,GO:0044277,cell wall disassembly,5/415,15/20876,7.72188194368094e-6,2.8970370878361593e-4,2.2282744628770776e-4,AT4G32810/AT4G01430/AT3G08860/AT1G17020/AT3G60140,5
cluster7,GO:0016999,antibiotic metabolic process,25/415,470/20876,9.095481022363704e-6,3.2986277841105696e-4,2.537160495711981e-4,AT1G47128/AT3G52880/AT3G50930/AT2G38180/AT3G60750/AT1G51420/AT4G33950/AT1G63940/AT3G50530/AT5G17760/AT1G02220/AT1G13340/AT2G25000/AT4G33070/AT1G28480/AT5G02790/AT4G34460/AT1G28470/AT2G44350/AT2G03760/AT4G18360/AT3G28510/AT5G47070/AT5G61010/AT5G54860,25
cluster7,GO:0080167,response to karrikin,12/415,128/20876,9.666645681047625e-6,3.3926808067676826e-4,2.609501975019648e-4,AT5G57785/AT5G13750/AT2G47730/AT5G64620/AT5G57710/AT3G02870/AT3G09440/AT1G05680/AT3G52930/AT1G33560/AT4G02940/AT3G02910,12
cluster7,GO:0051187,cofactor catabolic process,12/415,136/20876,1.7919301626081814e-5,6.092562552867817e-4,4.6861331555049485e-4,AT1G47128/AT3G52880/AT4G22920/AT3G60750/AT5G13800/AT4G33950/AT4G31390/AT1G63940/AT5G02790/AT4G34460/AT3G26580/AT4G13250,12
cluster7,GO:0001676,long-chain fatty acid metabolic process,6/415,29/20876,1.918898497485591e-5,0.00063265501977706755,4.8661062376428865e-4,AT5G27600/AT2G38130/AT1G49430/AT1G77590/AT2G31360/AT2G47240,6
cluster7,GO:0009808,lignin metabolic process,8/415,63/20876,3.394452546542331e-5,0.0010276512009864754,7.90424443483212e-4,AT4G34230/AT3G50740/AT5G66390/AT1G72680/AT5G66690/AT3G02130/AT5G13420/AT1G80820,8
cluster7,GO:0016054,organic acid catabolic process,21/415,386/20876,3.410253252659166e-5,0.0010276512009864754,7.90424443483212e-4,AT1G78380/AT5G48180/AT3G05630/AT3G50740/AT2G02390/AT3G11580/AT5G27600/AT1G72680/AT5G36160/AT5G34930/AT3G12800/AT1G65670/AT5G51040/AT1G71870/AT3G09270/AT1G73880/AT3G08690/AT5G40850/AT4G24820/AT1G02400/AT1G17170,21
cluster7,GO:0046395,carboxylic acid catabolic process,21/415,386/20876,3.410253252659166e-5,0.0010276512009864754,7.90424443483212e-4,AT1G78380/AT5G48180/AT3G05630/AT3G50740/AT2G02390/AT3G11580/AT5G27600/AT1G72680/AT5G36160/AT5G34930/AT3G12800/AT1G65670/AT5G51040/AT1G71870/AT3G09270/AT1G73880/AT3G08690/AT5G40850/AT4G24820/AT1G02400/AT1G17170,21
cluster7,GO:0009062,fatty acid catabolic process,15/415,219/20876,3.4947697092370945e-5,0.0010276512009864754,7.90424443483212e-4,AT1G78380/AT5G48180/AT3G05630/AT2G02390/AT3G11580/AT5G27600/AT1G72680/AT3G12800/AT5G51040/AT1G71870/AT3G09270/AT1G73880/AT3G08690/AT4G24820/AT1G17170,15
cluster7,GO:0010167,response to nitrate,14/415,197/20876,4.243343160402475e-5,0.0012149361469783928,9.344758483434813e-4,AT3G08040/AT3G50740/AT4G13660/AT4G31910/AT5G41040/AT3G62270/AT4G24400/AT3G22600/AT1G78050/AT2G01890/AT4G33420/AT2G15620/AT4G20860/AT3G22620,14
cluster7,GO:0072329,monocarboxylic acid catabolic process,15/415,228/20876,5.548188771523121e-5,0.001547802406004399,0.0011905020440920058,AT1G78380/AT5G48180/AT3G05630/AT2G02390/AT3G11580/AT5G27600/AT1G72680/AT3G12800/AT5G51040/AT1G71870/AT3G09270/AT1G73880/AT3G08690/AT4G24820/AT1G17170,15
